"title","query","authors","categories","description","published","previewLink","industryId",
"Credit Risk Management: Basic Concepts: Financial Risk Components, Rating Analysis, Models, Economic and Regulatory Capital","intitle:risk","[Tony Van Gestel, Bart Baesens]","[Business & Economics]","Credit Risk Management: Basic Concepts is the first book of a series of three with the objective of providing an overview of all aspects, steps, and issues that should be considered when undertaking credit risk management, including the Basel II Capital Accord, which all major banks must comply with in 2008. The introduction of the recently suggested Basel II Capital Accord has raised many issues and concerns about how to appropriately manage credit risk. Managing credit risk is one of the next big challenges facing financial institutions. The importance and relevance of efficiently managing credit risk is evident from the huge investments that many financial institutions are making in this area, the booming credit industry in emerging economies (e.g. Brazil, China, India, ...), the many events (courses, seminars, workshops, ...) that are being organised on this topic, and the emergence of new academic journals and magazines in the field (e.g. Journal of Credit Risk, Journal of Risk Model Validation, Journal of Risk Management in Financial Institutions, ...). Basic Concepts provides the introduction to the concepts, techniques, and practical examples to guide both young and experienced practitioners and academics in the fascinating, but complex world of risk modelling. Financial risk management, an area of increasing importance with the recent Basel II developments, is discussed in terms of practical business impact and the increasing profitability competition, laying the foundation for books II and III.","2008-10-23","http://books.google.es/books?id=aXP7xjN5o00C&printsec=frontcover&dq=intitle:risk&hl=&cd=17&source=gbs_api","0191609307",
"The Impact of Ambiguity and Risk on the Auditor's Assessment of Inherent Risk and Control Risk","intitle:risk","[Aundrea Kay Guess]","[Auditing]",,"1993","http://books.google.es/books?id=Kk1VtwAACAAJ&dq=intitle:risk&hl=&cd=18&source=gbs_api","OCLC:535249165",
"Role of Quantitative Risk Assessments for Characterizing Risk and Uncertainty and Delineating Appropriate Risk Management Options, with Special Emphasis on Terrorism","intitle:risk","[T. Aven]",,,,"http://books.google.es/books?id=NfdOtwAACAAJ&dq=intitle:risk&hl=&cd=19&source=gbs_api","OCLC:767090038",
"Risk Profile: why Some Risk Assessors are Failing to Ensure that Risk is Reduced So Far as is Reasonably Practicable","intitle:risk","[Chris Martin]",,,"2008","http://books.google.es/books?id=7-B8ngEACAAJ&dq=intitle:risk&hl=&cd=20&source=gbs_api","OCLC:855416278",
"Yield Risk, Risk Aversion, Risk and Genotype Selection. Conceptual Issues and Approaches","intitle:risk","[H.P. Binswanger, B.C. Barah]",,,"1980","http://books.google.es/books?id=ChKwtwAACAAJ&dq=intitle:risk&hl=&cd=21&source=gbs_api","OCLC:67657548",
"How Perception of Increased Susceptibility to Coronary Heart Disease is Associated with Risk Factors and how Actual Heightened Risk Predicts Risk Reduction in a Work-site Population","intitle:risk","[Vanessa M. Britto]",,,"1996","http://books.google.es/books?id=jyHxHwAACAAJ&dq=intitle:risk&hl=&cd=22&source=gbs_api","OCLC:39089765",
"The National Cross-site Evaluation of High-risk Youth Programs: Understanding risk, protection, and substance use among high-risk youth","intitle:risk","[Elizabeth Sale, Rafa Kasim, Jack Hermann]","[Drug abuse]",,"2002","http://books.google.es/books?id=7KIVPwAACAAJ&dq=intitle:risk&hl=&cd=23&source=gbs_api","OCLC:50816054",
"Beyond The Risk Society: Critical Reflections On Risk And Human Security","intitle:risk","[Mythen, Gabe, Walklate, Sandra]","[Social Science]","Bringing together cutting edge academics and researchers, Beyond the Risk Society provides an understanding of the relevance and impact of the concept of risk in various subject areas. Contributions by domain experts critically evaluate the way in which theoretical risk perspectives have influenced their fields of interest, offering the opportunity to reflect upon the problems and possibilities for future work on risk.","2006-08-01","http://books.google.es/books?id=-waAE4UD1mIC&printsec=frontcover&dq=intitle:risk&hl=&cd=24&source=gbs_api","9780335217380",
"One Night to Risk it All","intitle:risk","[Maisey Yates]","[Fiction]","The ultimate seduction!Ê Gorgeous Greek tycoon Alexios Christofides isn't above mixing revenge and pleasure to get exactly what he wants...even if that means seducing his enemy's fianc?e! Rachel Holt has always played the dutiful daughter, hostess, fianc?e. Until one electrifying night with a handsome stranger gives her a taste of freedom she's never known...But this night has great consequences for them both Ð especially when Rachel realises Alex's identity!","2014-05-01","http://books.google.es/books?id=hqnUAgAAQBAJ&printsec=frontcover&dq=intitle:risk&hl=&cd=25&source=gbs_api","9781472042484",
"Essays on Credit Risk, Interest Rate Risk and Macroeconomic Risk","intitle:risk","[Yuanfeng Hou]",,,"2003","http://books.google.es/books?id=UeXwHwAACAAJ&dq=intitle:risk&hl=&cd=26&source=gbs_api","OCLC:254642917",
"Expected Shortfall and Value-at-risk Under a Model with Market Risk and Credit Risk","intitle:risk","[Kin-bong Siu (Bonny), University of Hong Kong]","[Financial futures]",,"2006","http://books.google.es/books?id=5WbfMAAACAAJ&dq=intitle:risk&hl=&cd=27&source=gbs_api","OCLC:156764761",
"Total Risk, Systematic Risk, and Off-balance Sheet Risk for Large Commercial Banks","intitle:risk","[Morgan J. Lynge, C.F. Lee, University of Illinois at Urbana-Champaign. College of Commerce and Business Administration]",,,"1987","http://books.google.es/books?id=gssjtwAACAAJ&dq=intitle:risk&hl=&cd=28&source=gbs_api","OCLC:752313832",
"Topical Index for the Risk Report, Risk Financing, General Liability Manual, Construction Risk Management, Manual of Rules, Classifications, and Interpretations for Workers Compensation Insurance, Manual of Umbrella Forms and Interpretations","intitle:risk","[International Risk Management Institute]","[Risk (Insurance)]",,"1985","http://books.google.es/books?id=3A-9tgAACAAJ&dq=intitle:risk&hl=&cd=29&source=gbs_api","OCLC:11903393",
"The Empirical Research of Measurement on Liquidity Risk, Operational Risk and Sovereign Risk","intitle:risk","[???]",,,"2012","http://books.google.es/books?id=aqZ0MwEACAAJ&dq=intitle:risk&hl=&cd=30&source=gbs_api","OCLC:814321569",
"The Effect of the LIFO Vs. FIFO Inventory Alternative on the Ranking of Accounting Risk Measures and on the Association Between Accounting Risk Measures and the Market Risk Measure","intitle:risk","[Robert Paul Derstine]",,,"1973","http://books.google.es/books?id=QHs7nwEACAAJ&dq=intitle:risk&hl=&cd=31&source=gbs_api","OCLC:6829822",
"Using the Relative Risk Model for a Regional Scale Ecological Risk Assessment and Risk Prediction to Management Options of the Squalicum Creek Watershed (Washington USA)","intitle:risk","[Joy C. Chen]","[Ecological risk assessment]",,"2001","http://books.google.es/books?id=F3QLtwAACAAJ&dq=intitle:risk&hl=&cd=32&source=gbs_api","OCLC:52691125",
"Quantitative Market Risk Disclosure, Bond Default Risk and the Cost of Debt: why Value at Risk","intitle:risk","[Hong-Tao Guo]",,,"2002","http://books.google.es/books?id=j7XbygAACAAJ&dq=intitle:risk&hl=&cd=33&source=gbs_api","OCLC:50787827",
"Risk Perception, Risk Attribution, and Risk Modification Beliefs Among Women with a Family History of Breast Cancer","intitle:risk","[Elizabeth Louise Ryan]",,,"1997","http://books.google.es/books?id=NMmSNwAACAAJ&dq=intitle:risk&hl=&cd=34&source=gbs_api","OCLC:38328603",
"Risk Factor Prevalence, Risk Status and Perceived Risk for Coronary Heart Disease Among Thai Elderly","intitle:risk","[Linchong Pothiban]",,,"1998","http://books.google.es/books?id=05vOmgEACAAJ&dq=intitle:risk&hl=&cd=35&source=gbs_api","OCLC:395971639",
"Risk-sharing Or Risk-taking? Counterparty Risk, Incentives and Margins","intitle:risk","[Bruno Biais, Florian Heider, Marie Hoerova]",,,"2012","http://books.google.es/books?id=FVA3MwEACAAJ&dq=intitle:risk&hl=&cd=36&source=gbs_api","OCLC:773945363",
"Abstract of Title and List of Encumbrances (as Shown in the Records of Sonoma County) Affecting All that Portion of the Rancho Cotati, in the County of Sonoma, State of California, as Particularly Described in the Deed from the Cotati Company to David Risk, James C. Risk and William B. Risk, Recorded in Liber 184 of Deeds, on Page 474 ; and Shown on Page 5 of this Abstract. Subsequent to April 20, 1899","intitle:risk","[Sonoma County Abstract Bureau (Santa Rosa, Calif.)]","[Land tenure]",,"1926","http://books.google.es/books?id=u0T-MgEACAAJ&dq=intitle:risk&hl=&cd=37&source=gbs_api","OCLC:32232033",
"Application of a General Risk Management Model to Portfolio Optimization Problems with Elliptical Distributed Returns for Risk Neutral and Risk Averse Decision Makers","intitle:risk","[Bahar Kaynar, ?. Ilker Birbil, Hans Frenk, J.B.G. Frenk]",,,"2007","http://books.google.es/books?id=kQl8SwAACAAJ&dq=intitle:risk&hl=&cd=38&source=gbs_api","OCLC:212237014",
"Evidence on the Effects of Components of Audit Risk, Algorithmic Risk, Audit Committees and Personality on Hong Kong Auditors' Audit Risk Judgments","intitle:risk","[Peter T. Y. Lau, Ferdinand A. Gul, Hong Kong Baptist University. Business Research Centre]","[Auditing]",,"1997","http://books.google.es/books?id=Lyw8HQAACAAJ&dq=intitle:risk&hl=&cd=39&source=gbs_api","OCLC:39161924",
"Risk Perceptions, Risk Preferences, Risk Ambiguity, and Flood Insurance","intitle:risk",,"[Flood insurance]","This thesis presents an analysis of subjective risk information and participation in the National Flood Insurance Program (NFIP). Data are taken from a survey of residents in flood-prone coastal regions in the southeastern U.S. Regression models are constructed to better understand factors affecting individuals' perceived risk ambiguity related to flood risk and the role of risk preferences, risk perceptions, and especially risk ambiguity, on the decision to purchase flood insurance. This is the first study not only of the influence of risk ambiguity on NFIP participation, but also of the impact of using different risk perception measures. Results indicate that NFIP participation is significantly affected by mean perceived risk, but the influence of range/variance of perceived risk, which presents one's perceived ambiguity, is mixed.","2012","http://books.google.es/books?id=xJk-nQEACAAJ&dq=intitle:risk&hl=&cd=40&source=gbs_api","OCLC:806515412",
"An Exploratory Investigation Into Possible Links Between Risk of Violence and Aggression from People Suffering from Mental Disorders, and how Risk Influences the Role of the Forensic Mental Health Nurse in the Assessment and Management of Risk","intitle:risk","[Paul H. Bedford]",,,"2005","http://books.google.es/books?id=gWCePQAACAAJ&dq=intitle:risk&hl=&cd=41&source=gbs_api","OCLC:278157696",
"Medical Risk, Perceived Risk, and Body Anxiety in Women Attending a High Risk Breast Surveillance Clinic","intitle:risk","[Joan Manheimer]","[Body image in women]",,"1992","http://books.google.es/books?id=Yf_dtgAACAAJ&dq=intitle:risk&hl=&cd=42&source=gbs_api","OCLC:277140243",
"Stage of Change, Self-efficacy, AIDS Knowledge, Perceived Risk and Actual Risk for HIV Acquisition Or Transmission Among High Risk Methadone Clients","intitle:risk","[Sandra E. Cohen]","[AIDS (Disease)]",,"1999","http://books.google.es/books?id=gpd1HAAACAAJ&dq=intitle:risk&hl=&cd=43&source=gbs_api","OCLC:83723883",
"The Evaluation of Normal Value at Risk, T Value at Risk and Extreme Value Value at Risk Based on Kupiec, Lopez and Blanco-Ihle Backtesting Procedures","intitle:risk","[Fransiskus A. P. Jaya]",,,"2000","http://books.google.es/books?id=acMYPwAACAAJ&dq=intitle:risk&hl=&cd=44&source=gbs_api","OCLC:278362865",
"Credit Risk Management : Basic Concepts: Financial Risk Components, Rating Analysis, Models, Economic and Regulatory Capital. Basic Concepts: Financial Risk Components, Rating Analysis, Models, Economic and Regulatory Capital","intitle:risk","[Dr Tony Van Gestel, Dr Bart Baesens]","[Business & Economics]","Credit Risk Management: Basic Concepts is the first book of a series of three with the objective of providing an overview of all aspects, steps, and issues that should be considered when undertaking credit risk management, including the Basel II Capital Accord, which all major banks must comply with in 2008. The introduction of the recently suggested Basel II Capital Accord has raised many issues and concerns about how to appropriately manage credit risk. Managing credit risk is one of the next big challenges facing financial institutions. The importance and relevance of efficiently managing credit risk is evident from the huge investments that many financial institutions are making in this area, the booming credit industry in emerging economies (e.g. Brazil, China, India, ...), the many events (courses, seminars, workshops, ...) that are being organised on this topic, and the emergence of new academic journals and magazines in the field (e.g. Journal of Credit Risk, Journal of Risk Model Validation, Journal of Risk Management in Financial Institutions, ...). Basic Concepts provides the introduction to the concepts, techniques, and practical examples to guide both young and experienced practitioners and academics in the fascinating, but complex world of risk modelling. Financial risk management, an area of increasing importance with the recent Basel II developments, is discussed in terms of practical business impact and the increasing profitability competition, laying the foundation for books II and III.","2008-10-23","http://books.google.es/books?id=przxuIzrKpwC&printsec=frontcover&dq=intitle:risk&hl=&cd=45&source=gbs_api","0191562718",
"The Impact of Staffing Ratios, Magnet Recognition, and Institutional Characteristics of Risk Adjusted Mortality, Risk Adjusted Complications, and Risk Adjusted Resource Utilization for Pediatric Cardiac Surgery Programs in California Before and After Enactment of the California State Staffing Law and Relative to Other States Combined ; a Dissertation","intitle:risk","[Patricia A. Hickey]","[Congenital heart disease in children]",,"2010","http://books.google.es/books?id=max8YgEACAAJ&dq=intitle:risk&hl=&cd=46&source=gbs_api","OCLC:650079044",
"Kaplan Schweser 2011 Study Notes FRM: Market risk measurement and management; risk management and investment management;- -Bk. 2. Credit risk measurement and management- -;Bk. 3. Operational and integrated risk management; current issues in financial markets","intitle:risk","[Kaplan Schweser]","[Corporations]",,"2011","http://books.google.es/books?id=g0V9ygAACAAJ&dq=intitle:risk&hl=&cd=47&source=gbs_api","1427730989",
"Risk and Risk Perception. A Literature Review","intitle:risk","[Linda Botterill, Nicole Andrea Mazur]","[Electronic books]",,"2004","http://books.google.es/books?id=HRyHmgEACAAJ&dq=intitle:risk&hl=&cd=48&source=gbs_api","0642587531",
"A Regression Model of International Banking Risk and Risk Scoring","intitle:risk","[John L. Simpson]","[Banks and banking, International]",,"1997","http://books.google.es/books?id=f1PSAAAACAAJ&dq=intitle:risk&hl=&cd=49&source=gbs_api","1863426272",
"The Social Contours of Risk: Publics, risk communication and the social amplification of risk","intitle:risk","[Jeanne X. Kasperson]","[Social Science]","Assessing the full scale of environmental impacts is essential for effective planning of transport and land use. This is an analysis of transport and land-use planning using strategic environmental assessment (SEA). It establishes the effectiveness of SEA","2005","http://books.google.es/books?id=vB3ym-Id63sC&printsec=frontcover&dq=intitle:risk&hl=&cd=50&source=gbs_api","9781849772556",
"Risk Accounting and Risk Management for Accountants","intitle:risk","[Dimitris N. Chorafas]","[Business & Economics]","Both Accountants and Auditors are confronted daily with challenges associated with the evaluation of credit risk, market risk, and other exposures. The book provides up-to-date information on the most significant developments in risk management policies and practices. Accountants whose work under International Financial Reporting Standards increasingly involves risk control in their job will find this book of practical value with the inclusion of material on ""how to"" successfully design, implementation and use risk control measures. Designed specifically for accountants the book starts with the fundamental factors underpinning risk: volatility and uncertainty, and then shows how and why accounting, auditing, and risk control correlate. The themes covered in the book include: credit risk, market risk, liquidity risk, investment risk, and event risk. * This practical handbook, complete with case studies is specifically aimed at accountants. * comprehensive information on how to develop, implement and use a risk management system * Covers credit risk, market risk, liquidity risk, investment risk, event risk.","2007-08-29","http://books.google.es/books?id=qPwxnM7M9wUC&printsec=frontcover&dq=intitle:risk&hl=&cd=51&source=gbs_api","9780080550466",
"Schweser 2010 FRM Study Notes: Market risk measurement and management; risk management and investment management- -Bk 2. Credit risk measurement and management- -Bk 3. Operational and integrated risk management; current issues in financial markets","intitle:risk","[Kaplan Schweser]","[Credit]",,"2010","http://books.google.es/books?id=5YkMSQAACAAJ&dq=intitle:risk&hl=&cd=52&source=gbs_api","1427789614",
"Identify Risk and Apply Risk Management Processes, BSBCMN416A","intitle:risk","[Managing Business Communication, MBC]","[Risk management]",,"2006","http://books.google.es/books?id=vT8SGQAACAAJ&dq=intitle:risk&hl=&cd=53&source=gbs_api","0074717219",
"A Regression Model of Country Risk and Risk Scoring","intitle:risk","[John L. Simpson]","[Country risk]",,"1997","http://books.google.es/books?id=FE3vAAAACAAJ&dq=intitle:risk&hl=&cd=54&source=gbs_api","1863426264",
"Estabalishing [i.e. Establishing] a Corporate Risk Philosophy for Risk Management Purposes","intitle:risk","[Danny Samson]","[Risk management]",,"1986","http://books.google.es/books?id=YK6TAAAACAAJ&dq=intitle:risk&hl=&cd=55&source=gbs_api","0868394351",
"Risk Assessment and Risk Communication Strategies in Bioterrorism Preparedness","intitle:risk","[Manfred S. Green, Jonathan Zenilman, Dani Cohen]","[Medical]","Proceedings of the NATO Advanced Research Workshop on Risk Assessment and Risk Communication in Bioterrorism, held in Ein-Gedi, Israel, June 2005","2007-04-26","http://books.google.es/books?id=xnMOgpSq_YMC&printsec=frontcover&dq=intitle:risk&hl=&cd=56&source=gbs_api","9781402058066",
"Technical guidance document in support of Commission directive 93/67/EEC on risk assessment for new notified substances and Commission regulation (EC) no 1488/94 on risk assessment for existing substances","intitle:risk","[European Commission]","[Medical]",,"1996","http://books.google.es/books?id=f2swAQAAIAAJ&dq=intitle:risk&hl=&cd=58&source=gbs_api","STANFORD:36105073487915",
"A Farm-based Prospective Study for Equine Colic Risk Factors and Risk Associated Events","intitle:risk","[Mary Kay Tinker]",,,"1995","http://books.google.es/books?id=pREGtwAACAAJ&dq=intitle:risk&hl=&cd=61&source=gbs_api","OCLC:34346743",
"Risk Management and Risk Assessment in Different Sectors in Denmark. Proceedings from the ATV Conference Risk Management, Hazard and Risk Assessment in Connection with the Setting of Limit Values for Chemicals, Denmark, 3rd-4th March 1992","intitle:risk","[Akademiet for de Tekniske Videnskaber (Lyngby-Tårbaek), Danish Academy of Technical Sciences. ATV Committee, danish Academy of Technical Sciences, Risk Management, Hazard and Risk Assessment in Connection with the Setting of Limit Values for Chemicals]",,,"1992","http://books.google.es/books?id=q-V-AAAACAAJ&dq=intitle:risk&hl=&cd=62&source=gbs_api","8788699846",
"Evaluating Hedging Strategies as a Price-risk Management Tool for Dairy Farmers with Different Levels of Risk Aversion","intitle:risk","[Matthew William Gearhardt]","[Dairying]",,"2003","http://books.google.es/books?id=8ZGnHAAACAAJ&dq=intitle:risk&hl=&cd=63&source=gbs_api","OCLC:55801899",
"The Relationship of Food Assistance Program Participation, Food Insecurity, Nutritional Risk, and Stress to Diabetes Risk Among the Northern Cheyenne","intitle:risk","[Weibo Li]","[Diabetes]",,"2002","http://books.google.es/books?id=DrpGIAAACAAJ&dq=intitle:risk&hl=&cd=64&source=gbs_api","OCLC:51597040",
"An Analysis of Transfer Risk in Comparison to Sovereign Risk","intitle:risk","[Philipp Hauger]","[Business & Economics]","Transfer risk is the risk that a non-sovereign entity, which is able and willing to service its foreign currency obligations, cannot obtain the required currency or cannot transfer this money to the receiver abroad. This transfer inability is caused by the imposition of restrictions on convertibility or capital transfers by the government. Transfer risk applies to all types of international investments, especially in emerging market countries. Due to this, it is more important than ever in these days of globalization. The New Basel Capital Accords require the consideration of transfer risk, too. The author Philipp Hauger describes the different types of risk occurring in international borrowings and investments. The political and corporate determinants of transfer risk are examined. The book illustrates the reasons why monetary unions reduce the risk of a transfer event, even though they have no influence on the sovereign risk. In addition, the author details how transfer risk is assessed by international professionals and describes two interesting approaches to estimate transfer risk in a quantitative way. This book is intended for professionals and students who are interested in the risks of international investments and for everybody working in international business, who has to differentiate between sovereign risk and the risk of a corporate default.","2006-10-21","http://books.google.es/books?id=l0NPQM46vFIC&printsec=frontcover&dq=intitle:risk&hl=&cd=65&source=gbs_api","9783638559454",
"The Essentials of Risk Management, Chapter 1 - Risk Management--A Helicopter Views","intitle:risk","[Michel Crouhy, Dan Galai, Robert Mark]","[Business & Economics]","Here is a chapter from The Essentials of Risk Management, a practical, non-ivory tower approach that is necessary to effectively implement a superior risk management program. Written by three of the leading figures with extensive practical and theoretical experience in the global risk management and corporate governance arena, this straightforward guidebook features such topics as governance, compliance and risk management; how to implement integrated risk management; measuring, managing and hedging market, and more.","2005-12-14","http://books.google.es/books?id=-y_jVSmKdygC&printsec=frontcover&dq=intitle:risk&hl=&cd=66&source=gbs_api","9780071731317",
"Risk Assessment and Risk Management in the Pharmaceutical Industry. Clear and Simple","intitle:risk","[James L. Vesper]","[Business & Economics]",,"2006-03-01","http://books.google.es/books?id=AyRPAAAAMAAJ&dq=intitle:risk&hl=&cd=67&source=gbs_api","UOM:39015064768164",
"Risk and Protective Factors in the Development of Psychopathology","intitle:risk","[Jon Rolf, Norman Garmezy]","[Psychology]","Chapters by distinguished investigators in clinical psychology, psychiatry, and child development, many of whose work led to the new developmental model of psychopathology, provide a unique review of current research on vulnerability and resistance to disorder.","1990-08-31","http://books.google.es/books?id=-CrJngEACAAJ&dq=intitle:risk&hl=&cd=68&source=gbs_api","0521350999",
"Uncertainty in risk assessment, risk management, and decision making","intitle:risk","[Vincent T. Covello, Society for Risk Analysis]","[Business & Economics]",,"1987","http://books.google.es/books?id=aPzsAAAAMAAJ&dq=intitle:risk&hl=&cd=69&source=gbs_api","UOM:39015012290600",
"Uncertainty, Risk Aversion and Risk Management for Agricultural Producers","intitle:risk","[Giancarlo Moschini, David A. Hennessy, Iowa State University. Dept. of Economics]","[Farm management]",,"1999","http://books.google.es/books?id=8i9HGwAACAAJ&dq=intitle:risk&hl=&cd=70&source=gbs_api","OCLC:45059536",
"The Risk Free Rate and the Relation Volatility-market Risk Premium","intitle:risk","[Alicia de las Heras, Juan M. Nave Pineda, Gregorio Serna Calvo]",,,"2001","http://books.google.es/books?id=zrMacgAACAAJ&dq=intitle:risk&hl=&cd=71&source=gbs_api","OCLC:642144706",
"Risk Assessment and Risk Management","intitle:risk",,"[Hazardous substances]",,"1985","http://books.google.es/books?id=UfKsHAAACAAJ&dq=intitle:risk&hl=&cd=72&source=gbs_api","OCLC:12869419",
"RISK VS. RISK","intitle:risk","[John D. GRAHAM, Jonathan Baert Wiener]","[Medical]","We see the stories in the newspaper nearly every day: a drug hailed as a breakthrough treatment turns out to cause harmful side effects; controls implemented to reduce air pollution are shown to generate hazardous solid waste; bans on dangerous chemicals result in the introduction of even more risky substitutes. Could our efforts to protect our health and the environment actually be making things worse? This suspicion has long troubled both advocates and critics of risk-reduction efforts, but the problem has never received focused scrutiny. In Risk vs. Risk, John D. Graham, Jonathan Baert Wiener, and their colleagues at the Harvard Center for Risk Analysis marshal an impressive set of case studies which demonstrate that all too often our nation's campaign to reduce risks to our health and the environment is at war with itself, steadily creating new risks. At the heart of this volume is a set of nine case studies illustrating the complexities of risk tradeoffs, ranging from personal medical choices to control of toxic substances to prevention of global crises. In each case, authors with specific expertise in the field dissect the multidimensional risk consequences of choices facing decision makers. Some of these cases reveal utter folly in risk-reduction efforts; others show decision makers recognizing and dealing with risk tradeoffs.","1995","http://books.google.es/books?id=SdjmWw5baDoC&printsec=frontcover&dq=intitle:risk&hl=&cd=73&source=gbs_api","0674773047",
"A Review of the Capability of the Environmental Risk Management Authority (ERMA) Relating the the Risk Management of New Organisms","intitle:risk","[New Zealand. Environmental Risk Management Authority, New Zealand. Ministry for the Environment]","[Environmental risk assessment]",,"2003","http://books.google.es/books?id=HcZ9MQAACAAJ&dq=intitle:risk&hl=&cd=74&source=gbs_api","OCLC:155857616",
"Risk. A Country-by-country Guide","intitle:risk",,"[Country risk]",,,"http://books.google.es/books?id=bu-3AAAAIAAJ&dq=intitle:risk&hl=&cd=75&source=gbs_api","UCSD:31822031076813",
"Symposium of Risk Assessment of Urban Air: Emissions, Exposure, Risk Identification, and Risk Quantitation. May 31 - June 2, 1992, Stockholm, Sweden","intitle:risk","[National Institute of Environmental Health Sciences, Symposium of Risk Assessment of Urban Air: Emissions, Exposure, Risk Identification, and Risk Quantitation. 1992, Stockholm, Centrum för Nutrition och Toxikologi. Huddinge]",,,"1994","http://books.google.es/books?id=PqxYnwEACAAJ&dq=intitle:risk&hl=&cd=76&source=gbs_api","OCLC:312284570",
"Climate Risk and the Weather Market. Financial Risk Management with Weather Hedges","intitle:risk","[Robert S. Dischel]","[Assurance contre les catastrophes]","Provides a highly accessible and complete coverage of weather risk management as seen from the perspective of practitioners, consultants and academics.","2002","http://books.google.es/books?id=5StqQgAACAAJ&dq=intitle:risk&hl=&cd=77&source=gbs_api","1899332529",
